Year_N,Age_of_Driver_N,Age_of_Vehicle_N,Accident_Area_Type_C,On_road_object_hit_C,Off_road_object_hit _C,Junction_Location_C,Car_Make_C,Driver_Sex_C,Vehicle_Manoeuvre_C,Vehicle_Type_C,Point_of_Impact_C,Cost_of_Incident_N,Weeks_to_Repair_N
2006,17,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Front,231,9
2006,21,6,Urban area,Parked vehicle,Other permanent object,Approaching junction or waiting/parked at junction approach,PEUGEOT,Male,Going ahead other,Car,Front,547,11
2006,43,7,Urban area,Bollard or refuge,Road sign or traffic signal,Not at or within 20 metres of junction,ROVER,Male,Going ahead right-hand bend,Car,Front,602,1
2006,67,9,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,HYUNDAI,Male,Going ahead right-hand bend,Car,Front,324,2
2006,35,3,Urban area,Kerb,Tree,Not at or within 20 metres of junction,FIAT,Male,Going ahead right-hand bend,Car,Nearside,702,11
2006,52,1,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Waiting to go - held up,Car,Back,637,10
2006,64,5,Small town,Other object,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,CHRYSLER,Female,Going ahead right-hand bend,Car,Front,554,1
2006,40,10,Rural,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,CITROEN,Female,Going ahead other,Car,Back,600,2
2006,17,9,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead left-hand bend,Car,Front,299,10
2006,26,11,Urban area,Bollard or refuge,Central crash barrier,Approaching junction or waiting/parked at junction approach,SUZUKI,Male,Going ahead other,Car,Nearside,423,12
2006,36,2,Rural,Bollard or refuge,Near/Offside crash barrier,Leaving roundabout,MITSUBISHI,Male,Turning left,Car,Back,112,11
2006,73,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Back,274,12
2006,78,8,Rural,Kerb,Road sign or traffic signal,Cleared junction or waiting/parked at junction exit,PEUGEOT,Male,Going ahead left-hand bend,Car,Front,353,8
2006,18,16,Urban area,Kerb,Other permanent object,Entering roundabout,FORD,Male,Going ahead other,Taxi/Private hire car,Front,729,0
2006,18,2,Small town,Parked vehicle,Lamp post,Cleared junction or waiting/parked at junction exit,JAGUAR,Male,Going ahead other,Car,Front,458,11
2006,44,9,Rural,Bollard or refuge,Lamp post,Not at or within 20 metres of junction,ALFA ROMEO,Male,Going ahead left-hand bend,Car,Front,652,9
2006,67,11,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,AUDI,Female,Going ahead other,Car,Front,678,6
2006,61,5,Rural,Kerb,Entered ditch,Mid Junction - on roundabout or on main road,RENAULT,Female,Going ahead other,Car,Nearside,274,4
2006,33,13,Rural,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Front,447,8
2006,22,7,Urban area,Bollard or refuge,Central crash barrier,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead other,Car,Front,664,5
2006,37,2,Urban area,Kerb,Tree,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Front,632,8
2006,18,22,Small town,Kerb,Road sign or traffic signal,Entering roundabout,KAWASAKI,Male,Going ahead other,Motorcycle ,Front,264,2
2006,30,1,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead other,Car,Front,710,6
2006,61,2,Rural,Bollard or refuge,Near/Offside crash barrier,Leaving roundabout,CITROEN,Male,Going ahead other,Car,Front,790,1
2006,57,3,Urban area,Bollard or refuge,Other permanent object,Approaching junction or waiting/parked at junction approach,PEUGEOT,Female,Going ahead other,Car,Nearside,609,6
2006,19,11,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Nearside,655,8
2006,76,2,Urban area,Bollard or refuge,Tree,Not at or within 20 metres of junction,ROVER,Male,Overtaking moving vehicle - offside,Car,Did not impact,521,1
2006,55,7,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead left-hand bend,Car,Offside,288,9
2006,63,6,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,CITROEN,Female,Going ahead other,Car,Front,584,11
2006,56,11,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,HYUNDAI,Male,Going ahead other,Car,Front,204,6
2006,35,9,Urban area,Bollard or refuge,Lamp post,Leaving main road,AUDI,Female,Turning left,Car,Front,564,10
2006,72,3,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,CITROEN,Male,Going ahead right-hand bend,Car,Did not impact,618,10
2006,27,10,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,KAWASAKI,Male,Going ahead right-hand bend,Motorcycle ,Front,728,11
2006,69,2,Small town,Kerb,Entered ditch,Entering from slip road,YAMAHA,Male,Overtaking moving vehicle - offside,Motorcycle ,Nearside,352,6
2006,19,1,Rural,Kerb,Entered ditch,Mid Junction - on roundabout or on main road,NISSAN,Male,Going ahead other,Car,Nearside,501,3
2006,28,12,Small town,Road works,Central crash barrier,Not at or within 20 metres of junction,SKODA,Male,Going ahead other,Car,Front,346,10
2006,45,7,Urban area,Kerb,Other permanent object,Entering roundabout,ROLLS ROYCE,Male,Going ahead other,Car,Front,610,3
2006,43,6,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,MASERATI,Female,Overtaking static vehicle - offside,Car,Front,514,3
2006,37,7,Urban area,Kerb,Lamp post,Cleared junction or waiting/parked at junction exit,TOYOTA,Male,Going ahead right-hand bend,Car,Front,751,0
2006,54,1,Urban area,Central island of roundabout,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Overtaking moving vehicle - offside,Car,Front,702,1
2006,30,5,Rural,Kerb,Entered ditch,Not at or within 20 metres of junction,ROVER,Female,Going ahead other,Car,Front,465,10
2006,74,4,Urban area,Kerb,Other permanent object,Entering roundabout,SUZUKI,Male,Slowing or stopping,Motorcycle ,Front,251,3
2006,43,4,Urban area,Kerb,Central crash barrier,Cleared junction or waiting/parked at junction exit,SUZUKI,Male,Going ahead other,Motorcycle ,Front,382,6
2006,17,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Female,Going ahead other,Car,Front,251,2
2006,26,8,Urban area,Any animal (except ridden horse),Entered ditch,Not at or within 20 metres of junction,HYUNDAI,Female,Going ahead other,Car,Front,769,7
2006,62,9,Small town,Kerb,Central crash barrier,Not at or within 20 metres of junction,SUZUKI,Male,Overtaking - nearside,Motorcycle ,Nearside,579,1
2006,26,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Nearside,592,10
2006,63,2,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead other,Motorcycle ,Nearside,256,6
2006,46,6,Rural,Kerb,Tree,Mid Junction - on roundabout or on main road,FORD,Female,Overtaking moving vehicle - offside,Car,Front,298,0
2006,53,3,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead left-hand bend,Car,Front,539,12
2006,61,7,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Female,Going ahead left-hand bend,Car,Front,178,11
2006,38,12,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,SAAB,Male,Overtaking moving vehicle - offside,Car,Offside,582,5
2006,66,7,Rural,Other object,Telegraph or electricity pole,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead left-hand bend,Car,Offside,126,2
2006,49,7,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,RENAULT,Male,Overtaking moving vehicle - offside,Car,Offside,437,11
2006,41,9,Urban area,Parked vehicle,Other permanent object,Approaching junction or waiting/parked at junction approach,NISSAN,Female,Moving off,Car,Front,590,6
2006,30,4,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead right-hand bend,Car,Front,172,9
2006,42,1,Small town,Other object,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Front,369,8
2006,72,19,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,VOLKSWAGEN,Male,Slowing or stopping,Other vehicle,Back,184,6
2006,49,9,Urban area,Kerb,Tree,Not at or within 20 metres of junction,RENAULT,Male,Going ahead left-hand bend,Car,Front,480,5
2006,77,4,Rural,Any animal (except ridden horse),Central crash barrier,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Motorcycle ,Front,693,6
2006,39,2,Urban area,Parked vehicle,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,RENAULT,Female,Overtaking static vehicle - offside,Car,Back,176,4
2006,19,2,Urban area,Kerb,Tree,Not at or within 20 metres of junction,VOLVO,Male,Going ahead other,Car,Front,598,7
2006,31,19,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Going ahead left-hand bend,Car,Front,281,1
2006,25,4,Small town,Kerb,Central crash barrier,Not at or within 20 metres of junction,MAZDA,Female,Going ahead left-hand bend,Car,Front,334,9
2006,28,6,Rural,Parked vehicle,Tree,Mid Junction - on roundabout or on main road,ROVER,Female,Going ahead other,Car,Nearside,283,5
2006,34,15,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead right-hand bend,Car,Front,463,9
2006,58,9,Urban area,Kerb,Tree,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Back,147,11
2006,23,2,Rural,Parked vehicle,Near/Offside crash barrier,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Front,127,5
2006,22,3,Rural,Parked vehicle,Central crash barrier,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Slowing or stopping,Van / Goods ,Front,515,12
2006,25,3,Urban area,Parked vehicle,Telegraph or electricity pole,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead other,Car,Front,636,7
2006,48,5,Urban area,Any animal (except ridden horse),Entered ditch,Cleared junction or waiting/parked at junction exit,NISSAN,Male,Going ahead right-hand bend,Car,Front,489,7
2006,63,2,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Front,498,2
2006,36,3,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead right-hand bend,Car,Nearside,686,12
2006,73,12,Urban area,Kerb,Tree,Not at or within 20 metres of junction,SAAB,Female,Going ahead right-hand bend,Car,Front,136,10
2006,53,1,Rural,Any animal (except ridden horse),Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Nearside,459,10
2006,79,12,Rural,Kerb,Central crash barrier,Not at or within 20 metres of junction,KAWASAKI,Male,Going ahead left-hand bend,Motorcycle ,Front,419,8
2006,75,9,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,FORD,Male,Turning left,Car,Front,166,5
2006,30,4,Urban area,Other object,Near/Offside crash barrier,Not at or within 20 metres of junction,MITSUBISHI,Male,Going ahead other,Car,Front,224,1
2006,72,10,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,MERCEDES,Male,Slowing or stopping,Car,Back,573,11
2006,72,9,Urban area,Bollard or refuge,Bus stop or bus shelter,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Car,Front,224,7
2006,57,5,Urban area,Any animal (except ridden horse),Central crash barrier,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead right-hand bend,Van / Goods ,Nearside,229,11
2006,51,14,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Car,Front,390,6
2006,30,1,Urban area,Parked vehicle,Entered ditch,Not at or within 20 metres of junction,MITSUBISHI,Male,Going ahead other,Goods ,Front,345,3
2006,62,4,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,SUZUKI,Female,Going ahead left-hand bend,Motorcycle ,Front,729,6
2006,69,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Front,260,3
2006,32,6,Urban area,Central island of roundabout,Tree,Entering roundabout,HONDA,Male,Going ahead other,Motorcycle ,Front,494,2
2006,78,10,Urban area,Kerb,Tree,Not at or within 20 metres of junction,SUBARU,Male,Overtaking moving vehicle - offside,Car,Front,401,6
2006,38,16,Urban area,Other object,Central crash barrier,Not at or within 20 metres of junction,BMW,Female,Going ahead other,Car,Front,568,6
2006,63,2,Urban area,Bridge (side),Near/Offside crash barrier,Not at or within 20 metres of junction,CITROEN,Female,Going ahead other,Car,Front,391,4
2006,55,8,Rural,Other object,Central crash barrier,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Motorcycle ,Offside,438,7
2006,69,10,Urban area,Any animal (except ridden horse),Road sign or traffic signal,Not at or within 20 metres of junction,FIAT,Male,Going ahead other,Car,Front,111,5
2006,44,3,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,FORD,Female,Going ahead right-hand bend,Car,Offside,360,7
2006,70,7,Rural,Central island of roundabout,Other permanent object,Mid Junction - on roundabout or on main road,SUZUKI,Male,Turning left,Motorcycle ,Front,651,0
2006,51,3,Small town,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,FORD,Male,Going ahead other,Car,Nearside,124,9
2006,50,12,Urban area,Central island of roundabout,Other permanent object,Entering roundabout,CITROEN,Male,Going ahead other,Car,Front,486,5
2006,68,6,Urban area,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead other,Motorcycle ,Nearside,753,12
2006,78,15,Urban area,Central island of roundabout,Other permanent object,Approaching junction or waiting/parked at junction approach,ROVER,Male,Waiting to go - held up,Car,Back,476,2
2006,79,7,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,BMW,Male,Going ahead right-hand bend,Car,Nearside,708,0
2006,57,5,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,ISUZU,Male,Going ahead other,Car,Back,687,8
2006,61,4,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,MAZDA,Female,Changing lane to left,Car,Front,490,7
2006,36,14,Small town,Parked vehicle,Entered ditch,Mid Junction - on roundabout or on main road,FORD,Male,Going ahead other,Car,Front,576,7
2006,60,5,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,MERCEDES,Male,Going ahead other,Car,Nearside,358,9
2006,67,4,Urban area,Kerb,Telegraph or electricity pole,Entering roundabout,CITROEN,Male,Going ahead other,Car,Back,312,9
2006,35,1,Urban area,Any animal (except ridden horse),Tree,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Offside,262,5
2006,69,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Front,230,1
2006,79,2,Small town,Central island of roundabout,Road sign or traffic signal,Entering roundabout,JAGUAR,Male,Going ahead other,Car,Front,640,12
2006,17,2,Rural,Any animal (except ridden horse),Tree,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Nearside,127,12
2006,48,4,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,AUDI,Male,Going ahead other,Car,Offside,479,12
2006,43,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Front,472,7
2006,26,1,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Front,117,3
